name,email,password,languages,birth_date,country,course,situationLaboral,role,dateCreated,gender,eventsConfi,imageUrl,firstOnBoard,conocimientos,quieroAprender,interests
Yaiza Lozano,yaiza.lozano@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Alemán', 'Inglés', 'Francés', 'Italiano']",1990-09-19,España,64879f03e785526bbd480f36,Estudiante,user,2023-06-12T22:51:44.849924,female,[],https://picsum.photos/565/663,True,"['64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0e7', '64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0ec']","['64879e9a5340903bb1ebb0ee', '64879e9a5340903bb1ebb0ed', '64879e9a5340903bb1ebb0ea', '64879e9a5340903bb1ebb0e9']",['64879ed95340903bb1ebb103']
Antonina Bellò,antonina.bellò@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Castellano', 'Alemán', 'Inglés']",1987-10-08,Italia,64879f03e785526bbd480f36,Estudiante,user,2023-06-12T22:51:44.861704,female,[],https://placekitten.com/888/65,True,"['64879e9a5340903bb1ebb0eb', '64879e9a5340903bb1ebb0ee']","['64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0ea']","['64879ed95340903bb1ebb101', '64879ed95340903bb1ebb10c']"
Chantal-Clémence De Oliveira,chantal-clémence.de@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Italiano', 'Inglés']",1985-09-27,Francia,64879f03e785526bbd480f36,Estudiante,user,2023-06-12T22:51:44.873355,female,[],https://dummyimage.com/243x513,True,"['64879e9a5340903bb1ebb0ea', '64879e9a5340903bb1ebb0f0']","['64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0ee']","['64879ed95340903bb1ebb0fa', '64879ed95340903bb1ebb10d', '64879ed95340903bb1ebb0fb']"
Charlotte-Thérèse Pinto,charlotte-thérèse.pinto@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Castellano']",1989-12-10,Francia,64879f03e785526bbd480f36,Estudiante,user,2023-06-12T22:51:44.884958,female,[],https://picsum.photos/654/977,True,"['64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0e9', '64879e9a5340903bb1ebb0e7', '64879e9a5340903bb1ebb0f0']","['64879e9a5340903bb1ebb0ee', '64879e9a5340903bb1ebb0ef', '64879e9a5340903bb1ebb0eb', '64879e9a5340903bb1ebb0ec']","['64879ed95340903bb1ebb10b', '64879ed95340903bb1ebb10d']"
Sandra Gomez,sandra.gomez@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Italiano', 'Francés']",1987-07-01,Estados Unidos,64879f03e785526bbd480f36,Estudiante,user,2023-06-12T22:51:44.896677,female,[],https://placekitten.com/465/441,True,"['64879e9a5340903bb1ebb0ea', '64879e9a5340903bb1ebb0ee', '64879e9a5340903bb1ebb0e7', '64879e9a5340903bb1ebb0e9']","['64879e9a5340903bb1ebb0ec', '64879e9a5340903bb1ebb0eb', '64879e9a5340903bb1ebb0ed', '64879e9a5340903bb1ebb0ef']","['64879ed95340903bb1ebb10f', '64879ed95340903bb1ebb108']"
Amanda Graham,amanda.graham@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Italiano', 'Francés', 'Alemán', 'Castellano']",1990-04-10,Estados Unidos,64879f03e785526bbd480f36,Estudiante,user,2023-06-12T22:51:44.908370,female,[],https://dummyimage.com/865x713,True,"['64879e9a5340903bb1ebb0ec', '64879e9a5340903bb1ebb0eb', '64879e9a5340903bb1ebb0ed', '64879e9a5340903bb1ebb0e8']","['64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0e7', '64879e9a5340903bb1ebb0ea', '64879e9a5340903bb1ebb0ee']",['64879ed95340903bb1ebb103']
Krista Knappe,krista.knappe@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Francés', 'Inglés', 'Italiano']",1998-06-08,Alemania,64879f03e785526bbd480f36,Estudiante,user,2023-06-12T22:51:44.919919,female,[],https://placekitten.com/1015/284,True,"['64879e9a5340903bb1ebb0ea', '64879e9a5340903bb1ebb0ec', '64879e9a5340903bb1ebb0e9', '64879e9a5340903bb1ebb0ee']","['64879e9a5340903bb1ebb0e7', '64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0ed', '64879e9a5340903bb1ebb0eb']","['64879ed95340903bb1ebb0fb', '64879ed95340903bb1ebb113', '64879ed95340903bb1ebb10f']"
Victoria Priuli,victoria.priuli@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Castellano', 'Francés', 'Inglés']",2004-09-25,Italia,64879f03e785526bbd480f36,Estudiante,user,2023-06-12T22:51:44.931659,female,[],https://placekitten.com/745/932,True,"['64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0eb']","['64879e9a5340903bb1ebb0e9', '64879e9a5340903bb1ebb0e8']","['64879ed95340903bb1ebb100', '64879ed95340903bb1ebb10b']"
Rotraud Kabus,rotraud.kabus@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Inglés', 'Italiano']",1985-12-03,Alemania,64879f03e785526bbd480f36,Estudiante,user,2023-06-12T22:51:44.943284,female,[],https://picsum.photos/797/195,True,"['64879e9a5340903bb1ebb0ec', '64879e9a5340903bb1ebb0ee', '64879e9a5340903bb1ebb0ed', '64879e9a5340903bb1ebb0e7']","['64879e9a5340903bb1ebb0eb', '64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0ef', '64879e9a5340903bb1ebb0e9']","['64879ed95340903bb1ebb100', '64879ed95340903bb1ebb103', '64879ed95340903bb1ebb105', '64879ed95340903bb1ebb113', '64879ed95340903bb1ebb106']"
Gloria Fieramosca,gloria.fieramosca@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Inglés', 'Alemán']",1988-09-13,Italia,64879f03e785526bbd480f36,Estudiante,user,2023-06-12T22:51:44.954613,female,[],https://picsum.photos/912/140,True,['64879e9a5340903bb1ebb0ef'],['64879e9a5340903bb1ebb0ee'],"['64879ed95340903bb1ebb101', '64879ed95340903bb1ebb104', '64879ed95340903bb1ebb117', '64879ed95340903bb1ebb0ff', '64879ed95340903bb1ebb116']"
Chantal Leclercq,chantal.leclercq@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Alemán', 'Castellano', 'Italiano']",1985-04-07,Francia,64879f03e785526bbd480f36,Estudiante,user,2023-06-12T22:51:44.966165,female,[],https://dummyimage.com/484x542,True,['64879e9a5340903bb1ebb0ec'],['64879e9a5340903bb1ebb0e9'],"['64879ed95340903bb1ebb104', '64879ed95340903bb1ebb0fe']"
Nieves Dominga Garriga Marqués,nieves.dominga@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Inglés', 'Alemán', 'Italiano', 'Francés']",1998-12-26,España,64879f03e785526bbd480f36,Estudiante,user,2023-06-12T22:51:44.977717,female,[],https://placekitten.com/544/718,True,"['64879e9a5340903bb1ebb0ef', '64879e9a5340903bb1ebb0e9', '64879e9a5340903bb1ebb0ee', '64879e9a5340903bb1ebb0e8']","['64879e9a5340903bb1ebb0ea', '64879e9a5340903bb1ebb0eb', '64879e9a5340903bb1ebb0e7', '64879e9a5340903bb1ebb0ec']","['64879ed95340903bb1ebb108', '64879ed95340903bb1ebb0fd', '64879ed95340903bb1ebb104', '64879ed95340903bb1ebb102']"
Nichole Allen,nichole.allen@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Alemán', 'Italiano']",1985-10-26,Estados Unidos,64879f03e785526bbd480f36,Estudiante,user,2023-06-12T22:51:44.989629,female,[],https://placekitten.com/22/834,True,"['64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0e7']","['64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0ea']","['64879ed95340903bb1ebb111', '64879ed95340903bb1ebb107', '64879ed95340903bb1ebb10b', '64879ed95340903bb1ebb0fe', '64879ed95340903bb1ebb101']"
Christelle Diallo,christelle.diallo@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Italiano', 'Alemán', 'Castellano']",1991-12-10,Francia,64879f03e785526bbd480f36,Estudiante,user,2023-06-12T22:51:45.001041,female,[],https://dummyimage.com/836x551,True,"['64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0ec', '64879e9a5340903bb1ebb0e7']","['64879e9a5340903bb1ebb0ef', '64879e9a5340903bb1ebb0ea', '64879e9a5340903bb1ebb0e9']","['64879ed95340903bb1ebb0fe', '64879ed95340903bb1ebb104']"
Fiamma Bellini,fiamma.bellini@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Inglés', 'Francés', 'Alemán', 'Castellano']",1985-02-18,Italia,64879f03e785526bbd480f36,Estudiante,user,2023-06-12T22:51:45.034601,female,[],https://dummyimage.com/586x817,True,"['64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0e7', '64879e9a5340903bb1ebb0ee']","['64879e9a5340903bb1ebb0eb', '64879e9a5340903bb1ebb0ed', '64879e9a5340903bb1ebb0ef']","['64879ed95340903bb1ebb10c', '64879ed95340903bb1ebb113', '64879ed95340903bb1ebb108']"
Ing. Erdmute Gunpf,ing..erdmute@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Francés', 'Castellano', 'Italiano']",1996-05-02,Alemania,64879f03e785526bbd480f36,Estudiante,user,2023-06-12T22:51:45.046487,female,[],https://picsum.photos/993/502,True,"['64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0ee', '64879e9a5340903bb1ebb0ea']","['64879e9a5340903bb1ebb0ef', '64879e9a5340903bb1ebb0eb', '64879e9a5340903bb1ebb0f0']",['64879ed95340903bb1ebb111']
Noémi Andre,noémi.andre@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Castellano']",1984-05-19,Francia,64879f03e785526bbd480f36,Estudiante,user,2023-06-12T22:51:45.058226,female,[],https://picsum.photos/910/105,True,"['64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0ec', '64879e9a5340903bb1ebb0ef']","['64879e9a5340903bb1ebb0e9', '64879e9a5340903bb1ebb0ed', '64879e9a5340903bb1ebb0e8']","['64879ed95340903bb1ebb110', '64879ed95340903bb1ebb103']"
Elizabeth Robinson,elizabeth.robinson@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Alemán', 'Italiano', 'Castellano']",2003-02-01,Estados Unidos,64879f03e785526bbd480f36,Estudiante,user,2023-06-12T22:51:45.069773,female,[],https://placekitten.com/234/791,True,"['64879e9a5340903bb1ebb0ed', '64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0ec', '64879e9a5340903bb1ebb0ef']","['64879e9a5340903bb1ebb0eb', '64879e9a5340903bb1ebb0ea', '64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0e7']","['64879ed95340903bb1ebb0fa', '64879ed95340903bb1ebb109', '64879ed95340903bb1ebb102', '64879ed95340903bb1ebb0fe']"
Hortense Guillon,hortense.guillon@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Italiano', 'Inglés', 'Castellano', 'Alemán']",1993-01-17,Francia,64879f03e785526bbd480f36,Estudiante,user,2023-06-12T22:51:45.081303,female,[],https://picsum.photos/679/165,True,['64879e9a5340903bb1ebb0e8'],['64879e9a5340903bb1ebb0ef'],"['64879ed95340903bb1ebb113', '64879ed95340903bb1ebb108', '64879ed95340903bb1ebb109', '64879ed95340903bb1ebb10f']"
Lina Stucchi,lina.stucchi@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Inglés']",1986-02-03,Italia,64879f03e785526bbd480f36,Estudiante,user,2023-06-12T22:51:45.092961,female,[],https://placekitten.com/279/735,True,"['64879e9a5340903bb1ebb0e7', '64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0ef']","['64879e9a5340903bb1ebb0ea', '64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0ec']","['64879ed95340903bb1ebb115', '64879ed95340903bb1ebb105', '64879ed95340903bb1ebb10f', '64879ed95340903bb1ebb10c']"
Elsa Stroh,elsa.stroh@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Castellano', 'Francés']",1984-09-26,Alemania,64879f03e785526bbd480f36,Estudiante,user,2023-06-12T22:51:45.104338,female,[],https://placekitten.com/690/364,True,"['64879e9a5340903bb1ebb0e7', '64879e9a5340903bb1ebb0ed', '64879e9a5340903bb1ebb0e9']","['64879e9a5340903bb1ebb0eb', '64879e9a5340903bb1ebb0ef', '64879e9a5340903bb1ebb0ee']","['64879ed95340903bb1ebb0fc', '64879ed95340903bb1ebb111', '64879ed95340903bb1ebb10b', '64879ed95340903bb1ebb10f']"
Tristan Pinto-Pons,tristan.pinto-pons@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Italiano']",2004-01-18,Francia,64879f03e785526bbd480f37,Estudiante,user,2023-06-12T22:51:45.115904,male,[],https://placekitten.com/683/590,True,"['64879e9a5340903bb1ebb0ed', '64879e9a5340903bb1ebb0ef', '64879e9a5340903bb1ebb0ee', '64879e9a5340903bb1ebb0f0']","['64879e9a5340903bb1ebb0e7', '64879e9a5340903bb1ebb0ec', '64879e9a5340903bb1ebb0e9', '64879e9a5340903bb1ebb0e8']",['64879ed95340903bb1ebb0fb']
Auguste Boyer,auguste.boyer@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Italiano', 'Castellano', 'Inglés']",1998-09-19,Francia,64879f03e785526bbd480f37,Estudiante,user,2023-06-12T22:51:45.127369,male,[],https://placekitten.com/195/408,True,"['64879e9a5340903bb1ebb0ef', '64879e9a5340903bb1ebb0ea']","['64879e9a5340903bb1ebb0e7', '64879e9a5340903bb1ebb0eb']",['64879ed95340903bb1ebb115']
Benjamin Johnson,benjamin.johnson@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Francés', 'Italiano', 'Alemán', 'Castellano']",1987-06-29,Estados Unidos,64879f03e785526bbd480f37,Estudiante,user,2023-06-12T22:51:45.138940,male,[],https://picsum.photos/472/758,True,['64879e9a5340903bb1ebb0ed'],['64879e9a5340903bb1ebb0e8'],['64879ed95340903bb1ebb101']
Dott. Agostino Regge,dott..agostino@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Inglés']",1983-11-10,Italia,64879f03e785526bbd480f37,Estudiante,user,2023-06-12T22:51:45.150649,male,[],https://placekitten.com/189/181,True,"['64879e9a5340903bb1ebb0ec', '64879e9a5340903bb1ebb0ed', '64879e9a5340903bb1ebb0e8']","['64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0eb', '64879e9a5340903bb1ebb0ee']","['64879ed95340903bb1ebb0fa', '64879ed95340903bb1ebb111']"
Léon Rivière de la Daniel,léon.rivière@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Castellano', 'Italiano', 'Inglés', 'Alemán']",1996-01-16,Francia,64879f03e785526bbd480f37,Estudiante,user,2023-06-12T22:51:45.162303,male,[],https://placekitten.com/959/856,True,"['64879e9a5340903bb1ebb0ef', '64879e9a5340903bb1ebb0eb']","['64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0e7']","['64879ed95340903bb1ebb109', '64879ed95340903bb1ebb10c', '64879ed95340903bb1ebb106', '64879ed95340903bb1ebb10e', '64879ed95340903bb1ebb0fa']"
Mario Sorgatz,mario.sorgatz@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Inglés', 'Castellano', 'Italiano']",1986-05-31,Alemania,64879f03e785526bbd480f37,Estudiante,user,2023-06-12T22:51:45.173902,male,[],https://picsum.photos/712/659,True,['64879e9a5340903bb1ebb0e7'],['64879e9a5340903bb1ebb0e8'],['64879ed95340903bb1ebb106']
Dylan Webster,dylan.webster@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Francés', 'Alemán']",1991-12-06,Estados Unidos,64879f03e785526bbd480f37,Estudiante,user,2023-06-12T22:51:45.185408,male,[],https://placekitten.com/630/822,True,"['64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0ee']","['64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0e9']","['64879ed95340903bb1ebb10f', '64879ed95340903bb1ebb106', '64879ed95340903bb1ebb107']"
Wolf Häring,wolf.häring@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Castellano']",1989-05-23,Alemania,64879f03e785526bbd480f37,Estudiante,user,2023-06-12T22:51:45.196908,male,[],https://dummyimage.com/61x5,True,"['64879e9a5340903bb1ebb0ed', '64879e9a5340903bb1ebb0ec', '64879e9a5340903bb1ebb0e7']","['64879e9a5340903bb1ebb0ea', '64879e9a5340903bb1ebb0e9', '64879e9a5340903bb1ebb0ef']","['64879ed95340903bb1ebb106', '64879ed95340903bb1ebb101', '64879ed95340903bb1ebb103', '64879ed95340903bb1ebb10a']"
Augusto Grisoni,augusto.grisoni@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Castellano', 'Alemán', 'Francés']",1990-07-25,Italia,64879f03e785526bbd480f37,Estudiante,user,2023-06-12T22:51:45.208531,male,[],https://placekitten.com/723/314,True,"['64879e9a5340903bb1ebb0ee', '64879e9a5340903bb1ebb0e7', '64879e9a5340903bb1ebb0ed', '64879e9a5340903bb1ebb0ec']","['64879e9a5340903bb1ebb0eb', '64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0ef']",['64879ed95340903bb1ebb111']
Raffaellino Carpaccio,raffaellino.carpaccio@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Inglés', 'Alemán', 'Francés']",1994-10-07,Italia,64879f03e785526bbd480f37,Estudiante,user,2023-06-12T22:51:45.219835,male,[],https://dummyimage.com/147x948,True,"['64879e9a5340903bb1ebb0ea', '64879e9a5340903bb1ebb0ee', '64879e9a5340903bb1ebb0e9']","['64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0ef']",['64879ed95340903bb1ebb117']
Martin Ramos,martin.ramos@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Castellano', 'Francés', 'Alemán', 'Italiano']",2004-03-11,Estados Unidos,64879f03e785526bbd480f37,Estudiante,user,2023-06-12T22:51:45.231692,male,[],https://dummyimage.com/76x516,True,"['64879e9a5340903bb1ebb0eb', '64879e9a5340903bb1ebb0e8']","['64879e9a5340903bb1ebb0e9', '64879e9a5340903bb1ebb0ee']","['64879ed95340903bb1ebb110', '64879ed95340903bb1ebb112', '64879ed95340903bb1ebb107', '64879ed95340903bb1ebb116', '64879ed95340903bb1ebb114']"
Mark Wilson,mark.wilson@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Castellano']",1991-09-26,Estados Unidos,64879f03e785526bbd480f37,Estudiante,user,2023-06-12T22:51:45.243530,male,[],https://placekitten.com/720/602,True,['64879e9a5340903bb1ebb0ed'],['64879e9a5340903bb1ebb0ef'],"['64879ed95340903bb1ebb10b', '64879ed95340903bb1ebb103', '64879ed95340903bb1ebb108']"
Jason Fields,jason.fields@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Castellano', 'Alemán']",1995-08-25,Estados Unidos,64879f03e785526bbd480f37,Estudiante,user,2023-06-12T22:51:45.255202,male,[],https://placekitten.com/132/753,True,"['64879e9a5340903bb1ebb0e9', '64879e9a5340903bb1ebb0ec']","['64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0ea']","['64879ed95340903bb1ebb105', '64879ed95340903bb1ebb10c', '64879ed95340903bb1ebb108']"
Delfino Praga-Babato,delfino.praga-babato@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Inglés']",2002-11-14,Italia,64879f03e785526bbd480f37,Estudiante,user,2023-06-12T22:51:45.266787,male,[],https://dummyimage.com/513x998,True,['64879e9a5340903bb1ebb0ef'],['64879e9a5340903bb1ebb0eb'],"['64879ed95340903bb1ebb105', '64879ed95340903bb1ebb101']"
Hans-Karl Kreusel,hans-karl.kreusel@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Inglés', 'Castellano', 'Francés']",1997-10-01,Alemania,64879f03e785526bbd480f37,Estudiante,user,2023-06-12T22:51:45.278547,male,[],https://placekitten.com/180/133,True,"['64879e9a5340903bb1ebb0ee', '64879e9a5340903bb1ebb0eb', '64879e9a5340903bb1ebb0f0']","['64879e9a5340903bb1ebb0ea', '64879e9a5340903bb1ebb0e9', '64879e9a5340903bb1ebb0ef']","['64879ed95340903bb1ebb102', '64879ed95340903bb1ebb10c', '64879ed95340903bb1ebb111', '64879ed95340903bb1ebb101']"
Daniel Rivera,daniel.rivera@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Alemán', 'Italiano', 'Francés', 'Castellano']",1990-01-20,Estados Unidos,64879f03e785526bbd480f37,Estudiante,user,2023-06-12T22:51:45.290075,male,[],https://placekitten.com/1001/324,True,"['64879e9a5340903bb1ebb0ee', '64879e9a5340903bb1ebb0ef']","['64879e9a5340903bb1ebb0ea', '64879e9a5340903bb1ebb0e8']","['64879ed95340903bb1ebb101', '64879ed95340903bb1ebb0fa', '64879ed95340903bb1ebb0fd', '64879ed95340903bb1ebb0ff', '64879ed95340903bb1ebb108']"
Rembrandt Surian,rembrandt.surian@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Alemán', 'Castellano', 'Inglés', 'Francés']",1991-03-02,Italia,64879f03e785526bbd480f37,Estudiante,user,2023-06-12T22:51:45.301493,male,[],https://dummyimage.com/756x498,True,"['64879e9a5340903bb1ebb0e7', '64879e9a5340903bb1ebb0ec', '64879e9a5340903bb1ebb0ea', '64879e9a5340903bb1ebb0f0']","['64879e9a5340903bb1ebb0e8', '64879e9a5340903bb1ebb0e9', '64879e9a5340903bb1ebb0ee', '64879e9a5340903bb1ebb0ed']","['64879ed95340903bb1ebb101', '64879ed95340903bb1ebb10c']"
Paul Smith,paul.smith@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Alemán', 'Italiano', 'Castellano']",1989-10-12,Estados Unidos,64879f03e785526bbd480f37,Estudiante,user,2023-06-12T22:51:45.313223,male,[],https://placekitten.com/140/297,True,['64879e9a5340903bb1ebb0e8'],['64879e9a5340903bb1ebb0ef'],['64879ed95340903bb1ebb108']
Hans-Dieter Neuschäfer,hans-dieter.neuschäfer@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Castellano', 'Francés']",2002-01-11,Alemania,64879f03e785526bbd480f37,Estudiante,user,2023-06-12T22:51:45.324533,male,[],https://placekitten.com/393/238,True,['64879e9a5340903bb1ebb0eb'],['64879e9a5340903bb1ebb0ed'],['64879ed95340903bb1ebb106']
Gabriel Durand-Bertrand,gabriel.durand-bertrand@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Castellano', 'Italiano']",1998-09-25,Francia,64879f03e785526bbd480f37,Estudiante,user,2023-06-12T22:51:45.336189,male,[],https://placekitten.com/152/455,True,"['64879e9a5340903bb1ebb0ed', '64879e9a5340903bb1ebb0e8']","['64879e9a5340903bb1ebb0ee', '64879e9a5340903bb1ebb0e9']","['64879ed95340903bb1ebb0fb', '64879ed95340903bb1ebb104', '64879ed95340903bb1ebb0fa', '64879ed95340903bb1ebb109', '64879ed95340903bb1ebb100']"
Daniel King,daniel.king@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Alemán']",1998-12-13,Estados Unidos,64879f03e785526bbd480f37,Estudiante,user,2023-06-12T22:51:45.347773,male,[],https://picsum.photos/784/457,True,"['64879e9a5340903bb1ebb0ef', '64879e9a5340903bb1ebb0e9']","['64879e9a5340903bb1ebb0ed', '64879e9a5340903bb1ebb0ec']","['64879ed95340903bb1ebb105', '64879ed95340903bb1ebb102', '64879ed95340903bb1ebb10a']"
Frédéric Lemaître,frédéric.lemaître@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Italiano', 'Castellano', 'Inglés']",1984-06-24,Francia,64879f03e785526bbd480f37,Estudiante,user,2023-06-12T22:51:45.359403,male,[],https://dummyimage.com/648x991,True,"['64879e9a5340903bb1ebb0f0', '64879e9a5340903bb1ebb0eb', '64879e9a5340903bb1ebb0ee']","['64879e9a5340903bb1ebb0ea', '64879e9a5340903bb1ebb0e7', '64879e9a5340903bb1ebb0e8']","['64879ed95340903bb1ebb0ff', '64879ed95340903bb1ebb117', '64879ed95340903bb1ebb0fc', '64879ed95340903bb1ebb0fb']"
